Key,koreana
ulmLightCeilingFanPlayer,"천장형 선풍기 조명"
ulmLightChandelierFanPlayer,"샹들리에"
ulmLightDeskLampPlayer,"책상 전기 스탠드"
ulmLightEndTablePlayer,"작은 책상 조명"
ulmLightFluorescentPlayer,"형광등"
ulmLightFlashlightPlayer,"산업용 손전등"
ulmLightPorch01Player,"낡은 야외 조명"
ulmLightPorch04Player,"철제 야외 조명"
ulmLightPorch04BrassPlayer,"황동 야외 조명"
ulmLightRecessedPlayer,"매입등"
ulmLightRoadBarricadePlayer,"도로 안전 바리케이드"
ulmLightRoadBarricadePlayerDesc,"배터리가 내장되어 있어 충분한 전력을 생산해 조명을 계속 켜둘 수 있습니다."
ulmLightSconcePlayer,"돌출등"
ulmLightSignExitPlayer,"출구 표시등"
ulmLightSignOpen,"오픈 네온 간판"
ulmLightSignPillsLogoPlayer,"큰 Pills 로고 조명"
ulmLightSignPillsLogoSmallPlayer,"Pills 로고 조명"
ulmLightStreetLampClassicPlayer,"평범한 가로등"
ulmLightTableLampPlayer,"테이블 램프"
ulmLightTrackPlayer,"트랙 조명"
ulmLightWall01Player,"창고 실외 조명"
ulmLightWorkLampPlayer,"작업등"
ulmLightXRayDisplay1Player,"X선 디스플레이 A"
ulmLightXRayDisplay2Player,"X선 디스플레이 B"
ulmStreetLight01Player,"가로등"
ulmStreetLight02Player,"가로등 더블"
ulmStreetLight03Player,"가로등 트리플"
ulmStreetLight04Player,"가로등 쿼드러플"
ulmFluorescentLightPlayer,"조명 베이"
ulmFluorescentLightBrokenPlayer,"망가진 조명 베이"
ulmBlockResourceCarBattery,"차량 배터리"
ulmBlockResourceCarBatteryDesc,"POI 건물 인테리어 용입니다."
ulmBlockResourceCarBatteryCentered,"차량 배터리(중앙 위치)"
ulmBlockResourceCarBatteryCenteredDesc,"POI 건물 인테리어 용입니다."
ulmBlockResourceCarBatteryCorner,"차량 배터리(모서리 위치)"
ulmBlockResourceCarBatteryCornerDesc,"POI 건물 인테리어 용입니다."
ulmBlockResourcePropaneTank,"가스 탱크"
ulmBlockResourcePropaneTankDesc,"가연성이 높은 가스입니다. 작동하는 오븐이나 가연성 연료가 필요하지 않은 고급 화학 실험대를 제작하는 데 쓰였습니다. [FF6A00]주의: 이미 있는 화학 실험대를 강화하는 경우 연료, 도구, 산출물 슬롯에 있는 아이템을 전부 제거합니다.[-]"
ulmBlockResourceWaterTank,"물탱크"
ulmBlockResourceWaterTankDesc,"물로 가득 찬 탱크입니다.  빈 물통을 채울 수 있도록 세계의 기존 수도꼭지(렌치 필요)를 제작하거나 연결할 수 있습니다."
ulmBlockWireStrippers,"전선 작업 도구"
ulmBlockWireStrippersDesc,"POI 건물 인테리어 용입니다."
ulmSignMonitorScreenStand,"안내 스크린"
ulmSignMonitorScreenStandDesc,"화면에 나오는 글자를 바꿀 수 있습니다."
ulmSignMonitorScreenStandCentered,"안내 스크린"
ulmSignMonitorScreenStandCenteredDesc,"화면에 나오는 글자를 바꿀 수 있습니다."
ulmSignMonitorScreenStandBottom,"안내 스크린"
ulmSignMonitorScreenStandBottomDesc,"화면에 나오는 글자를 바꿀 수 있습니다."
ulmSignMonitorScreenSmallBottom,"안내 스크린"
ulmSignMonitorScreenSmallBottomDesc,"화면에 나오는 글자를 바꿀 수 있습니다."
ulmSignMonitorScreenSmallCenter,"안내 스크린"
ulmSignMonitorScreenSmallCenterDesc,"화면에 나오는 글자를 바꿀 수 있습니다."
ulmSignMonitorScreenSmallTop,"안내 스크린"
ulmSignMonitorScreenSmallTopDesc,"화면에 나오는 글자를 바꿀 수 있습니다."
ulmSignMonitorScreenLargeBottom,"대형 안내 스크린"
ulmSignMonitorScreenLargeBottomDesc,"화면에 나오는 글자를 바꿀 수 있습니다."
ulmSignMonitorScreenLargeCenter,"대형 안내 스크린"
ulmSignMonitorScreenLargeCenterDesc,"화면에 나오는 글자를 바꿀 수 있습니다."
ulmSignMonitorScreenLargeTop,"대형 안내 스크린"
ulmSignMonitorScreenLargeTopDesc,"화면에 나오는 글자를 바꿀 수 있습니다."
ulmSignMonitorScreensVariantHelper,"안내 스크린"
ulmSignMonitorScreensVariantHelperDesc,"[decea3]모양 선택 가능[-]\n화면에 나오는 글자를 바꿀 수 있는 다양한 안내 스크린입니다."
ulmSignConsoleScreen,"제어 스크린"
ulmSignConsoleScreenDesc,"제어판에 나오는 글자를 바꿀 수 있습니다."
ulmSignConsoleScreenCentered,"제어 스크린 (중앙)"
ulmSignConsoleScreenCenteredDesc,"제어판에 나오는 글자를 바꿀 수 있습니다."
ulmSignConsoleScreenVariantHelper,"제어 스크린"
ulmSignConsoleScreenVariantHelperDesc,"[decea3]모양 선택 가능[-]\n화면에 나오는 글자를 바꿀 수 있는 다양한 제어 스크린입니다."
ulmStationArtisan_1,"장인의 작업실"
ulmStationArtisan_1Desc,"다양한 건축물과 장식용 블록을 만드는 작업대입니다."
ulmStationArtisan_2,"장인의 작업실 (티어 2)"
ulmStationArtisan_2Desc,"다양한 종류의 건축물과 장식 블록을 만드는 개선된 작업대입니다."
ulmStationBallistics_1,"탄약 제조 작업대"
ulmStationBallistics_1Desc,"탄약을 취급, 조립 및 가공하는 작업대입니다."
ulmStationBallistics_2,"탄약 제조 작업대 (티어 2)"
ulmStationBallistics_2Desc,"탄약을 취급, 조립 및 가공하는 작업대입니다."
ulmStationCarpenter_1,"목수의 작업대"
ulmStationCarpenter_1Desc,"나무로 만든 물품이나 가구를 만드는 작업대입니다."
ulmStationCarpenter_2,"목수의 작업대 (티어 2)"
ulmStationCarpenter_2Desc,"재료를 [decea3]10%[-] 더 적게 사용하고\n[decea3]15%[-] 더 빨리 제작합니다. 낭비를 줄여 더 많은 결과물을 생산합니다."
ulmStationCarpenter_3,"목수의 작업대 (티어 3)"
ulmStationCarpenter_3Desc,"재료를 [decea3]20%[-] 더 적게 사용하고\n[decea3]30%[-] 더 빨리 제작합니다. 낭비를 줄여 훨씬 더 많은 결과물을 생산합니다."
ulmStationChemistry_1,"화학 실험대"
ulmStationChemistry_1Desc,"모든 종류의 혼합물과 화학 물질을 섞고 끓이세요."
ulmStationDisassembly_1,"분해용 작업대"
ulmStationDisassembly_1Desc,"여러 복잡한 아이템이나 블록을 분해하는 작업대입니다."
ulmStationEvent_1,"축제 행사 장식 제작대"
ulmStationEvent_1Desc,"다양한 축제 행사와 관련된 장식을 만드는 작업대입니다."
ulmStationForge_1,"대장장이의 대장간"
ulmStationForge_1Desc,"다양한 금속 조각들과 주괴들을 가공하는 작업대입니다."
ulmStationForge_2,"대장장이의 대장간 (티어 2)"
ulmStationForge_2Desc,"강철과 티타늄을 주조할 수 있습니다."
ulmStationFurnace_1,"용광로"
ulmStationFurnace_1Desc,"금속 주괴, 벽돌, 시멘트를 만드는 작업대입니다."
ulmStationFurnace_2,"용광로 (티어 2)"
ulmStationFurnace_2Desc,"금, 은, 강철과 티타늄을 주괴로 만들 수 있게 해 줍니다."
ulmStationMaintenance_1,"정비소"
ulmStationMaintenance_1Desc,"아이템을 수리하거나 강화할 수 있습니다."
ulmStationMaintenance_2,"정비소 (티어 2)"
ulmStationMaintenance_2Desc,"아이템을 수리하거나 강화할 수 있습니다."
ulmStationMaintenance_3,"정비소 (티어 3)"
ulmStationMaintenance_3Desc,"아이템을 수리하거나 강화할 수 있습니다."
ulmStationMechanic_1,"정비공의 작업대"
ulmStationMechanic_1Desc,"자전거, 미니 바이크, 오토바이, 부품 및 개조와 같은 기본 차량을 만드는 작업대입니다."
ulmStationMechanic_2,"정비공의 작업대 (티어 2)"
ulmStationMechanic_2Desc,"자동차, 트럭, 부품 및 개조와 같은 고급 차량을 만드는 작업대입니다."
ulmStationMortarAndPestle_1,"절구와 공이"
ulmStationMortarAndPestle_1Desc,"다양한 아이템을 분쇄하여 가루로 만드는 작업대입니다."
ulmStationRepair_T,"상인의 정비소"
ulmStationRepair_TDesc,"카지노 토큰으로 아이템을 수리할 수 있습니다."
ulmStationResearch_1,"연구소"
ulmStationResearch_1Desc,"티어 1 기술과 도면을 연구하는 작업대입니다."
ulmStationResearch_2,"연구소 (티어 2)"
ulmStationResearch_2Desc,"티어 2 기술과 도면을 연구하는 작업대입니다."
ulmStationResearch_3,"연구소 (티어 3)"
ulmStationResearch_3Desc,"티어 3 기술과 도면을 연구하는 작업대입니다."
ulmStationTailor_1,"재봉사의 작업대"
ulmStationTailor_1Desc,"직물, 의류 및 갑옷을 만드는 작업대입니다."
ulmStationWorkbench_1,"작업대"
ulmStationWorkbench_1Desc,"기본 아이템과 블록을 만들 수 있습니다."
ulmStationWorkbench_2,"작업대 (티어 2)"
ulmStationWorkbench_2Desc,"개선된 아이템과 블록을 만들 수 있습니다."
ulmStationWorkbench_3,"작업대 (티어 3)"
ulmStationWorkbench_3Desc,"고급 아이템과 블록을 만들 수 있습니다."
workbench3DPrinter,"3D 프린터"
workbench3DPrinterDesc,"다양한 폴리머 기반 필라멘트에서 부품을 생산할 수 있는 작업 공간입니다."
workbenchBackpackDesc,"특별한 도구 없이도 대부분의 기본적인 아이템을 제작할 수 있습니다."
WorkbenchCampfire2,"캠프파이어 T2"
WorkbenchCampfire3,"캠프파이어 T3"
WorkbenchCampfire4,"캠프파이어 T4"
workbenchCementMixerDesc,"콘크리트나 아스팔트 같은 재료를 제작하는 데 도움이 됩니다."
workbenchFarming,"농부의 작업대"
workbenchFarmingDesc,"씨앗, 비료, 화분 등을 제작하는 제작대입니다."
workbenchTableSawDesc,"당신의 기지를 위해 여러 가지 모양의 가구와 장식들을 만들 수 있습니다."
workbenchTannery,"무두질 작업대"
workbenchTanneryDesc,"가죽을 말리고 추가 작업을 하기 위한 작업대입니다."
ulmContainerTest,"캐비넷"
ulmContainerTest2,"책상"
ulmContainerBagDuffle,"더플 백"
ulmContainerBagDuffleDesc,"뭔가 아이템을 얻을 수 있을 것 같은 작은 보관함입니다."
ulmContainerSafeWallEmpty,"붙박이 금고"
ulmContainerSmallSafeVariantHelper,"소형 금고"
ulmContainerSmallSafeVariantHelperDesc,"조그마합니다, 하지만 귀중품을 안전하게 보관합니다.\n[808080]여러가지 형태 포함.[-]"
ulmDecoChristmasTree,"크리스마스 트리"
ulmDecoIronTable,"철 책상"
ulmDecoIronTableDesc,"철판, 파이프 및 기타 철 조각으로 만들어진 튼튼한 철제 테이블입니다."
ulmDecoLogTable,"원목 책상"
ulmDecoLogTableDesc,"통나무와 기본 판자로 만든 원시적인 테이블입니다."
ulmDecoPresentBox01a,"선물 상자"
ulmDecoPresentBox01b,"선물 상자"
ulmDecoPresentBox01c,"선물 상자"
ulmDecoPresentBox01d,"선물 상자"
ulmDecoPresentBox02a,"선물 상자"
ulmDecoPresentBox02b,"선물 상자"
ulmDecoPresentBox02c,"선물 상자"
ulmDecoPresentBox02d,"선물 상자"
ulmDecoPresentBox03a,"선물 상자"
ulmDecoPresentBox03b,"선물 상자"
ulmDecoPresentBox03c,"선물 상자"
ulmDecoPresentBox03d,"선물 상자"
ulmDecoPresentBox04a,"선물 상자"
ulmDecoPresentBox04b,"선물 상자"
ulmDecoPresentBox04c,"선물 상자"
ulmDecoPresentBox04d,"선물 상자"
ulmDecoPresentBox05a,"선물 상자"
ulmDecoPresentBox05b,"선물 상자"
ulmDecoPresentBox05c,"선물 상자"
ulmDecoPresentBox06a,"선물 상자"
ulmDecoPresentBox06b,"선물 상자"
ulmDecoPresentBoxVariantHelper,"선물 상자"
ulmDecoSnowman01,"눈사람"
ulmDecoSnowman02,"눈사람"
ulmDecoSnowmanVariantHelper,"눈사람"
ulmDecoSquirrelTexCubSF,"다람쥐 장난감"
ulmDecoSquirrelTexCubSFDesc,"이런 장난감을 가지고 놀던 때가 기억나네요. 장식으로 배치 할 수 있습니다. 태우거나 분해하면 목화를 조금 얻을 수 있습니다."
ulmDecoToySquirrel,"다람쥐 장난감"
ulmDecoToySquirrelDesc,"이런 장난감을 가지고 놀던 때가 기억나네요. 장식으로 배치 할 수 있습니다. 태우거나 분해하면 목화를 조금 얻을 수 있습니다."
ulmDoorClassic01aSingle,"집 문 1-A"
ulmDoorClassic01aDouble,"집 쌍여닫이문 1-A"
ulmDoorClassic01aSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorClassic01aDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorClassic01bSingle,"집 문 1-B"
ulmDoorClassic01bDouble,"집 쌍여닫이문 1-B"
ulmDoorClassic01bSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorClassic01bDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorClassic01cSingle,"집 문 1-C"
ulmDoorClassic01cDouble,"집 쌍여닫이문 1-C"
ulmDoorClassic01cSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorClassic01cDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorClassic01dSingle,"집 문 1-D"
ulmDoorClassic01dDouble,"집 쌍여닫이문 1-D"
ulmDoorClassic01dSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorClassic01dDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorClassic01eSingle,"집 문 1-E"
ulmDoorClassic01eDouble,"집 쌍여닫이문 1-E"
ulmDoorClassic01eSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorClassic01eDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorClassic01fSingle,"집 문 1-F"
ulmDoorClassic01fDouble,"집 쌍여닫이문 1-F"
ulmDoorClassic01fSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorClassic01fDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorClassic01gSingle,"집 문 1-G"
ulmDoorClassic01gDouble,"집 쌍여닫이문 1-G"
ulmDoorClassic01gSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorClassic01gDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorModern01aSingle,"현대식 집 문 1-A"
ulmDoorModern01aDouble,"현대식 집 쌍여닫이문 1-A"
ulmDoorModern01aSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorModern01aDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorModern01bSingle,"현대식 문 1-B"
ulmDoorModern01bDouble,"현대식 쌍여닫이문 1-B"
ulmDoorModern01bSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorModern01bDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial01aSingle,"산업용 문 1-A"
ulmDoorIndustrial01aDouble,"산업용 쌍여닫이문 1-A"
ulmDoorIndustrial01aSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial01aDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial01bSingle,"산업용 문 1-B"
ulmDoorIndustrial01bDouble,"산업용 쌍여닫이문 1-B"
ulmDoorIndustrial01bSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial01bDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial02aSingle,"산업용 문 2-A"
ulmDoorIndustrial02aSingleNoGlass,"산업용 문 2-A"
ulmDoorIndustrial02aSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial02aSingleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial02aDouble,"산업용 쌍여닫이문 2-A"
ulmDoorIndustrial02aDoubleNoGlass,"산업용 쌍여닫이문 2-A"
ulmDoorIndustrial02aDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial02aDoubleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial02bSingle,"산업용 문 2-B"
ulmDoorIndustrial02bSingleNoGlass,"산업용 문 2-B"
ulmDoorIndustrial02bSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial02bSingleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial02bDouble,"산업용 쌍여닫이문 2-B"
ulmDoorIndustrial02bDoubleNoGlass,"산업용 쌍여닫이문 2-B"
ulmDoorIndustrial02bDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial02bDoubleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial02cSingle,"산업용 문 2-C"
ulmDoorIndustrial02cSingleNoGlass,"산업용 문 2-C"
ulmDoorIndustrial02cSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial02cSingleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial02cDouble,"산업용 쌍여닫이문 2-C"
ulmDoorIndustrial02cDoubleNoGlass,"산업용 쌍여닫이문 2-C"
ulmDoorIndustrial02cDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial02cDoubleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial03aDouble,"산업용 쌍여닫이문 3-A"
ulmDoorIndustrial03aDoubleNoGlass,"산업용 쌍여닫이문 3-A"
ulmDoorIndustrial03aDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial03aDoubleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial03bSingle,"산업용 문 2-B"
ulmDoorIndustrial03bSingleNoGlass,"산업용 문 2-B"
ulmDoorIndustrial03bSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial03bSingleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial03bDouble,"산업용 쌍여닫이문 3-B"
ulmDoorIndustrial03bDoubleNoGlass,"산업용 쌍여닫이문 3-B"
ulmDoorIndustrial03bDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial03bDoubleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial03cSingle,"산업용 문 3-C"
ulmDoorIndustrial03cSingleNoGlass,"산업용 문 3-C"
ulmDoorIndustrial03cSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial03cSingleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial03cDouble,"산업용 쌍여닫이문 3-C"
ulmDoorIndustrial03cDoubleNoGlass,"산업용 쌍여닫이문 3-C"
ulmDoorIndustrial03cDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial03cDoubleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial12aDouble,"산업용 쌍여닫이문 12-A"
ulmDoorIndustrial12aDoubleNoGlass,"산업용 쌍여닫이문 12-A"
ulmDoorIndustrial12aDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial12aDoubleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial12bSingle,"산업용 문 2-B"
ulmDoorIndustrial12bSingleNoGlass,"산업용 문 2-B"
ulmDoorIndustrial12bSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial12bSingleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial12bDouble,"산업용 쌍여닫이문 12-B"
ulmDoorIndustrial12bDoubleNoGlass,"산업용 쌍여닫이문 12-B"
ulmDoorIndustrial12bDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial12bDoubleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial12cSingle,"산업용 문 3-C"
ulmDoorIndustrial12cSingleNoGlass,"산업용 문 3-C"
ulmDoorIndustrial12cSinglePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial12cSingleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial12cDouble,"산업용 쌍여닫이문 12-C"
ulmDoorIndustrial12cDoubleNoGlass,"산업용 쌍여닫이문 12-C"
ulmDoorIndustrial12cDoublePicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorIndustrial12cDoubleNoGlassPicked,"문\n[808080](잠금 해제됨)[-]"
ulmDoorSciFi01,"철제 보안 출입문"
ulmDoorSciFi01Desc,"튼튼한 철제 보안 출입문입니다. 크기(너비x길이x높이): [decea3]3x1x3[-]"
ulmDoorSciFi01Insecure,"보안 해제된 철제 출입문"
ulmDoorSciFi01InsecureDesc,"보안은 해제되었지만 튼튼한 철제 출입문입니다. 크기(너비x길이x높이): [decea3]3x1x3[-]"
ulmDoorSciFi01Locked,"잠긴 철제 보안 출입문"
ulmDoorSciFi01LockedDesc,"POI 작업용입니다. 크기(너비x길이x높이): [decea3]3x1x3[-]"
ulmDoorSciFi01Powered,"철제 보안 출입문 (전력 필요)"
ulmDoorSciFi01PoweredDesc,"튼튼한 철제 보안 출입문입니다. 전력이 필요합니다. 크기(너비x길이x높이): [decea3]3x1x3[-]"
ulmDoorSciFi02,"철제 보안 유리 출입문"
ulmDoorSciFi02Desc,"튼튼한 철제 보안 유리 출입문입니다. 크기(너비x길이x높이): [decea3]3x1x3[-]"
ulmDoorSciFi02Insecure,"보안 해제된 철제 유리 출입문"
ulmDoorSciFi02InsecureDesc,"보안은 해제되었지만 튼튼한 철제 유리 출입문입니다. 크기(너비x길이x높이): [decea3]3x1x3[-]"
ulmDoorSciFi02Locked,"잠긴 철제 보안 유리 출입문"
ulmDoorSciFi02LockedDesc,"POI 작업용입니다. 크기(너비x길이x높이): [decea3]3x1x3[-]"
ulmDoorSciFi02Powered,"철제 보안 유리 출입문 (전력 필요)"
ulmDoorSciFi02PoweredDesc,"튼튼한 철제 보안 유리 출입문입니다. 전력이 필요합니다. 크기(너비x길이x높이): [decea3]3x1x3[-]"
ulmDoorSciFi02Screen,"철제 안내 스크린"
ulmDoorSciFi02ScreenDesc,"작성한 글자를 표시할 수 있는 안내 스크린입니다."
ulmDoorSciFi02Switch,"스위치"
ulmDoorSciFi03,"철제 보안 게이트"
ulmDoorSciFi03Desc,"매우 튼튼한 철제 보안 게이트입니다. 크기(너비x길이x높이): [decea3]7x3x5[-]"
ulmDoorSciFi03Insecure,"보안 해제된 철제 게이트"
ulmDoorSciFi03InsecureDesc,"보안은 해제되었지만 튼튼한 철제 게이트입니다. 크기(너비x길이x높이): [decea3]7x3x5[-]"
ulmDoorSciFi03Locked,"잠긴 철제 보안 게이트"
ulmDoorSciFi03LockedDesc,"POI 작업용입니다. 크기(너비x길이x높이): [decea3]7x3x5[-]"
ulmDoorSciFi03Powered,"철제 보안 게이트 (전력 필요)"
ulmDoorSciFi03PoweredDesc,"매우 튼튼한 철제 보안 게이트입니다. 전력이 필요합니다. 크기(너비x길이x높이): [decea3]7x3x5[-]"
ulmDoorSciFi04,"철제 보안 방폭문"
ulmDoorSciFi04Desc,"매우 튼튼한 철제 보안 방폭문입니다. 크기(너비x길이x높이): [decea3]3x3x3[-]"
ulmDoorSciFi04Insecure,"보안 해제된 철제 방폭문"
ulmDoorSciFi04InsecureDesc,"보안은 해제되었지만 튼튼한 철제 방폭문입니다. 크기(너비x길이x높이): [decea3]3x3x3[-]"
ulmDoorSciFi04Locked,"잠긴 철제 보안 방폭문"
ulmDoorSciFi04LockedDesc,"POI 작업용입니다. 크기(너비x길이x높이): [decea3]3x3x3[-]"
ulmDoorSciFi04Powered,"철제 보안 방폭문 (전력 필요)"
ulmDoorSciFi04PoweredDesc,"매우 튼튼한 철제 보안 방폭문입니다. 전력이 필요합니다. 크기(너비x길이x높이): [decea3]3x3x3[-]"
secureDoorWoodenPicked,"나무 문\n[808080](잠금 해제됨)[-]"
secureReinforcedDoorWoodenPicked,"강화된 나무 문\n[808080](잠금 해제됨)[-]"
metalReinforcedDoorWoodenPicked,"강화된 강철 문\n[808080](잠금 해제됨)[-]"
ironDoor1_v1Picked,"철 문\n[808080](잠금 해제됨)[-]"
ironDoor1_v2Picked,"강화된 철 문\n[808080](잠금 해제됨)[-]"
ironDoor1_v3Picked,"강화된 철 문\n[808080](잠금 해제됨)[-]"
vaultDoor01Picked,"금고 문\n[808080](잠금 해제됨)[-]"
vaultDoor02Picked,"강화된 금고 문\n[808080](잠금 해제됨)[-]"
vaultDoor03Picked,"강화된 금고 문\n[808080](잠금 해제됨)[-]"
commercialDoor1_v1Picked,"상업용 문\n[808080](잠금 해제됨)[-]"
commercialDoor1_v2Picked,"강화된 상업용 문\n[808080](잠금 해제됨)[-]"
commercialDoor1_v3Picked,"강화된 상업용 문\n[808080](잠금 해제됨)[-]"
commercialDoor2_v1Picked,"상업용 문\n[808080](잠금 해제됨)[-]"
commercialDoor2_v2Picked,"강화된 상업용 문\n[808080](잠금 해제됨)[-]"
commercialDoor2_v3Picked,"강화된 상업용 문\n[808080](잠금 해제됨)[-]"
commercialDoor4_v1Picked,"상업용 문\n[808080](잠금 해제됨)[-]"
commercialDoor4_v2Picked,"강화된 상업용 문\n[808080](잠금 해제됨)[-]"
commercialDoor4_v3Picked,"강화된 상업용 문\n[808080](잠금 해제됨)[-]"
houseFrontDoor1_v1Picked,"문\n[808080](잠금 해제됨)[-]"
houseFrontDoor1_v2Picked,"강화된 문\n[808080](잠금 해제됨)[-]"
houseFrontDoor1_v3Picked,"강화된 문\n[808080](잠금 해제됨)[-]"
houseFrontDoor2_v1Picked,"문\n[808080](잠금 해제됨)[-]"
houseFrontDoor2_v2Picked,"강화된 문\n[808080](잠금 해제됨)[-]"
houseFrontDoor2_v3Picked,"강화된 문\n[808080](잠금 해제됨)[-]"
garageDoorMetal_v1Picked,"차고 문 3x2\n[808080](잠금 해제됨)[-]"
garageDoorMetal_v2Picked,"강화된 차고 문 3x2\n[808080](잠금 해제됨)[-]"
garageDoorMetal_v3Picked,"강화된 차고 문 3x2\n[808080](잠금 해제됨)[-]"
garageDoorHousePicked,"회전식 차고 문 5x3 (POI)\n[808080](잠금 해제됨)[-]"
garageDoorHousePlayerPicked,"회전식 차고 문 5x3\n[808080](잠금 해제됨)[-]"
garageDoorHouseBrownPicked,"갈색 집 차고 문 5x3 (POI)\n[808080](잠금 해제됨)[-]"
garageDoorIndustrialPicked,"강철 차고 문 5x3 (POI)\n[808080](잠금 해제됨)[-]"
woodHatch1_v1Picked,"나무 해치\n[808080](잠금 해제됨)[-]"
woodHatch1_v2Picked,"강화된 나무 해치\n[808080](잠금 해제됨)[-]"
woodHatch1_v3Picked,"강화된 나무 해치\n[808080](잠금 해제됨)[-]"
scrapHatch_v1Picked,"철 해치\n[808080](잠금 해제됨)[-]"
scrapHatch_v2Picked,"강화된 철 해치\n[808080](잠금 해제됨)[-]"
scrapHatch_v3Picked,"강화된 철 해치\n[808080](잠금 해제됨)[-]"
vaultHatch_v1Picked,"금고 해치\n[808080](잠금 해제됨)[-]"
vaultHatch_v2Picked,"강화된 금고 해치\n[808080](잠금 해제됨)[-]"
vaultHatch_v3Picked,"강화된 금고 해치\n[808080](잠금 해제됨)[-]"
cellarDoorDoubleWoodPicked,"목재 창고 문\n[808080](잠금 해제됨)[-]"
cellarDoorDoubleIronPicked,"철제 창고 문\n[808080](잠금 해제됨)[-]"
cellarDoorDoubleSteelPicked,"강철 창고 문\n[808080](잠금 해제됨)[-]"
shuttersWood01Picked,"목재 셔터\n[808080](잠금 해제됨)[-]"
shuttersWood02Picked,"목재 셔터\n[808080](잠금 해제됨)[-]"
shuttersIron01Picked,"철제 셔터\n[808080](잠금 해제됨)[-]"
shuttersIron02Picked,"철제 셔터\n[808080](잠금 해제됨)[-]"
shuttersSteel01Picked,"강철 셔터\n[808080](잠금 해제됨)[-]"
shuttersSteel02Picked,"강철 셔터\n[808080](잠금 해제됨)[-]"
